device_id,actual_label,predicted_label,actual_norm,predicted_norm,kem_time_ms,encryption_time_ms,network_time_ms,total_time_ms,kem_ciphertext_size_bytes,ciphertext_size_bytes,nonce_size_bytes,timestamp
doorlock01,DoS-UDP_Flood,,Attack,,0.16100799984997138,0.121105997095583,6.691036000120221,7.271765000041341,768,1914,12,2026-07-06T18:12:21.940716+00:00
motionsensor01,DDoS-TCP_Flood,,Attack,,0.09950499952537939,0.09960500028682873,7.2396619980281685,7.925697998871328,768,2002,12,2026-07-06T18:12:22.949754+00:00
thermostat01,BenignTraffic,,Benign,,0.09450400102650747,0.07840400212444365,5.983500999718672,6.452424000599422,768,1992,12,2026-07-06T18:12:23.957440+00:00
smartplug01,DDoS-UDP_Flood,,Attack,,0.10740599827840924,0.08730400077183731,6.983950999710942,7.5169779993302654,768,1916,12,2026-07-06T18:12:24.966093+00:00
camera01,BenignTraffic,,Benign,,0.10950499927275814,0.09110500104725361,7.72398800108931,8.293816998047987,768,1918,12,2026-07-06T18:12:25.975453+00:00
doorlock01,BenignTraffic,,Benign,,0.09850499918684363,0.09710499944048934,7.238564001454506,7.895397000538651,768,1922,12,2026-07-06T18:12:26.984666+00:00
motionsensor01,BenignTraffic,,Benign,,0.08980500206234865,0.07930399806355126,6.11340799878235,6.610033000470139,768,1930,12,2026-07-06T18:12:27.992404+00:00
thermostat01,DDoS-RSTFINFlood,,Attack,,0.09080399831873365,0.06890299846418202,6.760440002835821,7.175460999860661,768,1857,12,2026-07-06T18:12:29.000556+00:00
smartplug01,BenignTraffic,,Benign,,0.0967050000326708,0.14970800111768767,6.381620998581639,7.189762000052724,768,1930,12,2026-07-06T18:12:30.009113+00:00
camera01,BenignTraffic,,Benign,,0.12580600014189258,0.10860600013984367,7.111757997336099,7.778691000567051,768,1921,12,2026-07-06T18:12:31.018122+00:00
doorlock01,DDoS-SYN_Flood,,Attack,,0.08640499800094403,0.07570399975520559,6.2028290012676734,6.669653997960268,768,1842,12,2026-07-06T18:12:32.025909+00:00
motionsensor01,BenignTraffic,,Benign,,0.09810499977902509,0.0842039989947807,7.472695000615204,7.919318999483949,768,1850,12,2026-07-06T18:12:33.034861+00:00
thermostat01,BenignTraffic,,Benign,,0.09740499808685854,0.0798050023149699,6.635450998146553,7.198380997579079,768,1931,12,2026-07-06T18:12:34.043299+00:00
smartplug01,Mirai-greeth_flood,,Attack,,0.09060400043381378,0.07570399975520559,6.807460002164589,7.243382999149617,768,1916,12,2026-07-06T18:12:35.051869+00:00
